en_source,vn_translate,loi_du_doan
Enter City Hall,Enter City Hall,C?n ti?ng Anh nghi v?n: City; Enter; Hall | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Averardo Vault,Enter Averardo Vault,C?n ti?ng Anh nghi v?n: Averardo; Enter; Vault | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Vault Security Door,Vault Security Door,C?n ti?ng Anh nghi v?n: Door; Security; Vault | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Leave Parallel Perception,Leave Parallel Perception,C?n ti?ng Anh nghi v?n: Leave; Parallel; Perception | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Old Lady Vendor,Old Lady Vendor,C?n ti?ng Anh nghi v?n: Lady; Old; Vendor | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Shut Beam Weapon,Shut Beam Weapon,C?n ti?ng Anh nghi v?n: Beam; Shut; Weapon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
"Leave ""Warblade from Above""","Rời khỏi ""Warblade from Above""",C?n ti?ng Anh nghi v?n: Above; from; Warblade | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Relay Station Guide,Relay Station Guide,C?n ti?ng Anh nghi v?n: Guide; Relay; Station | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Photon Barrier Lock,Photon Barrier Lock,C?n ti?ng Anh nghi v?n: Barrier; Lock; Photon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Sonoro Sphere,Enter Sonoro Sphere,C?n ti?ng Anh nghi v?n: Enter; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Basic Trophy Chest,Basic Trophy Chest,C?n ti?ng Anh nghi v?n: Basic; Chest; Trophy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Energy Depletion Circle,Energy Depletion Circle,C?n ti?ng Anh nghi v?n: Circle; Depletion; Energy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Get Preparation Credit,Get Preparation Credit,C?n ti?ng Anh nghi v?n: Credit; Get; Preparation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
"Enter ""Perspective Bender""","Enter ""Perspective Bender""",C?n ti?ng Anh nghi v?n: Bender; Enter; Perspective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Parallel Perception,Enter Parallel Perception,C?n ti?ng Anh nghi v?n: Enter; Parallel; Perception | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Task_Special Effect Spline Control,Task_Special Effect Spline Control,C?n ti?ng Anh nghi v?n: Control; Effect; Spline | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Name Explorer Grapple,Name Explorer Grapple,C?n ti?ng Anh nghi v?n: Explorer; Grapple; Name | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Simulation Training,Enter Simulation Training,C?n ti?ng Anh nghi v?n: Enter; Simulation; Training | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
"Enter ""Hidden Cave""","Enter ""Hidden Cave""",C?n ti?ng Anh nghi v?n: Cave; Enter; Hidden | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Data Space,Enter Data Space,C?n ti?ng Anh nghi v?n: Data; Enter; Space | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Remove Frozen Status,Remove Frozen Status,C?n ti?ng Anh nghi v?n: Frozen; Remove; Status | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Mechanical Variable Weapon,Mechanical Variable Weapon,C?n ti?ng Anh nghi v?n: Mechanical; Variable; Weapon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Tutorial 2 - Dismount Attack,Tutorial 2 - Dismount Attack,C?n ti?ng Anh nghi v?n: Attack; Dismount; Tutorial | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
About Memory Manual,About Memory Manual,C?n ti?ng Anh nghi v?n: About; Manual; Memory | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
To Third Floor,To Third Floor,C?n ti?ng Anh nghi v?n: Floor; Third; To | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Whimpering Waste,Enter Whimpering Waste,C?n ti?ng Anh nghi v?n: Enter; Waste; Whimpering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
To Second Floor,To Second Floor,C?n ti?ng Anh nghi v?n: Floor; Second; To | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Basic Supply Chest,Basic Supply Chest,C?n ti?ng Anh nghi v?n: Basic; Chest; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Mianloong Chamber,Enter Mianloong Chamber,C?n ti?ng Anh nghi v?n: Chamber; Enter; Mianloong | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Leave Averardo Vault,Leave Averardo Vault,C?n ti?ng Anh nghi v?n: Averardo; Leave; Vault | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Enter Sonoro Sphere,Enter Sonoro Sphere,C?n ti?ng Anh nghi v?n: Enter; Sonoro; Sphere | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Leave Perspective Bender,Leave Perspective Bender,C?n ti?ng Anh nghi v?n: Bender; Leave; Perspective | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Somnoire Only-Snippers,Somnoire Only-Snippers,C?n ti?ng Anh nghi v?n: Only; Snippers; Somnoire | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Chainsaw Mode Finisher,Chainsaw Mode Finisher,C?n ti?ng Anh nghi v?n: Chainsaw; Finisher; Mode | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
True Sight: Conquest,True Sight: Conquest,C?n ti?ng Anh nghi v?n: Conquest; Sight; True | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
True Sight: Charge,True Sight: Charge,C?n ti?ng Anh nghi v?n: Charge; Sight; True | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Heavy Slash Charged,Heavy Slash Charged,C?n ti?ng Anh nghi v?n: Charged; Heavy; Slash | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Plunging Chain Attack,Plunging Chain Attack,C?n ti?ng Anh nghi v?n: Attack; Chain; Plunging | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Attack Weak Point,Attack Weak Point,C?n ti?ng Anh nghi v?n: Attack; Point; Weak | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Hit Ground Mechanism,Hit Ground Mechanism,C?n ti?ng Anh nghi v?n: Ground; Hit; Mechanism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Skill Tutorial: Taoqi,Skill Tutorial: Taoqi,C?n ti?ng Anh nghi v?n: Skill; Taoqi; Tutorial | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Skill Tutorial: Taoqi,Skill Tutorial: Taoqi,C?n ti?ng Anh nghi v?n: Skill; Taoqi; Tutorial | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Skill Tutorial: Taoqi,Skill Tutorial: Taoqi,C?n ti?ng Anh nghi v?n: Skill; Taoqi; Tutorial | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Skill Tutorial: Verina,Skill Tutorial: Verina,C?n ti?ng Anh nghi v?n: Skill; Tutorial; Verina | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Skill Tutorial: Verina,Skill Tutorial: Verina,C?n ti?ng Anh nghi v?n: Skill; Tutorial; Verina | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Skill Tutorial: Verina,Skill Tutorial: Verina,C?n ti?ng Anh nghi v?n: Skill; Tutorial; Verina | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Skill Tutorial - Yangyang,Skill Tutorial - Yangyang,C?n ti?ng Anh nghi v?n: Skill; Tutorial; Yangyang | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Skill Tutorial: Yangyang,Skill Tutorial: Yangyang,C?n ti?ng Anh nghi v?n: Skill; Tutorial; Yangyang | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Weapon Display Stands,Weapon Display Stands,C?n ti?ng Anh nghi v?n: Display; Stands; Weapon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Weak Point Attack,Weak Point Attack,C?n ti?ng Anh nghi v?n: Attack; Point; Weak | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Energy Matrix: I,Energy Matrix: I,C?n ti?ng Anh nghi v?n: Energy; I; Matrix | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Hit Ground Mechanism,Hit Ground Mechanism,C?n ti?ng Anh nghi v?n: Ground; Hit; Mechanism | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Special Skill II,Special Skill II,C?n ti?ng Anh nghi v?n: II; Skill; Special | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Special Skill III,Special Skill III,C?n ti?ng Anh nghi v?n: III; Skill; Special | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Special Skill I,Special Skill I,C?n ti?ng Anh nghi v?n: I; Skill; Special | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
About Bountiful Crescendo,About Bountiful Crescendo,C?n ti?ng Anh nghi v?n: About; Bountiful; Crescendo | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Energy Matrix: II,Energy Matrix: II,C?n ti?ng Anh nghi v?n: Energy; II; Matrix | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
About Tactical Simulacra,About Tactical Simulacra,C?n ti?ng Anh nghi v?n: About; Simulacra; Tactical | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
About Memetic Tuning,About Memetic Tuning,C?n ti?ng Anh nghi v?n: About; Memetic; Tuning | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
About Lollo Campaign,About Lollo Campaign,C?n ti?ng Anh nghi v?n: About; Campaign; Lollo | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Aerial Sickle Attack 1,Aerial Sickle Attack 1,C?n ti?ng Anh nghi v?n: Aerial; Attack; Sickle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Aerial Sickle Attack 2,Aerial Sickle Attack 2,C?n ti?ng Anh nghi v?n: Aerial; Attack; Sickle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Aerial Sickle Attack 3,Aerial Sickle Attack 3,C?n ti?ng Anh nghi v?n: Aerial; Attack; Sickle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Aerial Scythe Attack 2,Aerial Scythe Attack 2,C?n ti?ng Anh nghi v?n: Aerial; Attack; Scythe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Aerial Scythe Attack 3,Aerial Scythe Attack 3,C?n ti?ng Anh nghi v?n: Aerial; Attack; Scythe | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Sync Energy I,Sync Energy I,C?n ti?ng Anh nghi v?n: Energy; I; Sync | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Sync Energy II,Sync Energy II,C?n ti?ng Anh nghi v?n: Energy; II; Sync | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Carlotta's Secret Weapon,Carlotta's Secret Weapon,C?n ti?ng Anh nghi v?n: Carlotta's; Secret; Weapon | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Saving Your Progress,Saving Your Progress,C?n ti?ng Anh nghi v?n: Progress; Saving; Your | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Ghosts Between Time,Ghosts Between Time,C?n ti?ng Anh nghi v?n: Between; Ghosts; Time | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
"Let's Go, Phaom","Let's Go, Phaom",C?n ti?ng Anh nghi v?n: Go; Let's; Phaom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Basic Movement Rules,Basic Movement Rules,C?n ti?ng Anh nghi v?n: Basic; Movement; Rules | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Synergy Burst Effect,Synergy Burst Effect,C?n ti?ng Anh nghi v?n: Burst; Effect; Synergy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Orchestration Energy Restoration,Orchestration Energy Restoration,C?n ti?ng Anh nghi v?n: Energy; Orchestration; Restoration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Orchestration: Attacking Enemies,Orchestration: Attacking Enemies,C?n ti?ng Anh nghi v?n: Attacking; Enemies; Orchestration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Building Up Defenses,Building Up Defenses,C?n ti?ng Anh nghi v?n: Building; Defenses; Up | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Total Defense Test,Total Defense Test,C?n ti?ng Anh nghi v?n: Defense; Test; Total | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
New Update Highlight,New Update Highlight,C?n ti?ng Anh nghi v?n: Highlight; New; Update | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Voidworm: Energy Pulse,Voidworm: Energy Pulse,C?n ti?ng Anh nghi v?n: Energy; Pulse; Voidworm | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Aemeath -  Journey With You,Aemeath -  Journey With Bạn,C?n ti?ng Anh nghi v?n: Aemeath; Journey; With | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Frost Armor State,Frost Armor State,C?n ti?ng Anh nghi v?n: Armor; Frost; State | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Points Collection Mode,Points Collection Mode,C?n ti?ng Anh nghi v?n: Collection; Mode; Points | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Medal Collection Mode,Medal Collection Mode,C?n ti?ng Anh nghi v?n: Collection; Medal; Mode | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Full Speed Mode,Full Speed Mode,C?n ti?ng Anh nghi v?n: Full; Mode; Speed | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Points Collection Mode,Points Collection Mode,C?n ti?ng Anh nghi v?n: Collection; Mode; Points | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Medal Collection Mode,Medal Collection Mode,C?n ti?ng Anh nghi v?n: Collection; Medal; Mode | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Medal Collection Mode,Medal Collection Mode,C?n ti?ng Anh nghi v?n: Collection; Medal; Mode | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Pinball Finisher Skill,Pinball Finisher Skill,C?n ti?ng Anh nghi v?n: Finisher; Pinball; Skill | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Strike Before Ready,Strike Before Ready,C?n ti?ng Anh nghi v?n: Before; Ready; Strike | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Ground State Calibration,Ground State Calibration,C?n ti?ng Anh nghi v?n: Calibration; Ground; State | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Mass-Energy Equivalence,Mass-Energy Equivalence,C?n ti?ng Anh nghi v?n: Energy; Equivalence; Mass | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
To Fire She Returns,To Fire Cô ấy Returns,C?n ti?ng Anh nghi v?n: Fire; Returns; To | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Incoming Healing Bonus,Incoming Healing Bonus,C?n ti?ng Anh nghi v?n: Bonus; Healing; Incoming | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Max Vibration Strength,Max Vibration Strength,C?n ti?ng Anh nghi v?n: Max; Strength; Vibration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Max Vibration Strength,Max Vibration Strength,C?n ti?ng Anh nghi v?n: Max; Strength; Vibration | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Attribute 1 Energy Value,Attribute 1 Energy Value,C?n ti?ng Anh nghi v?n: Attribute; Energy; Value | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Attribute 2 Energy Value,Attribute 2 Energy Value,C?n ti?ng Anh nghi v?n: Attribute; Energy; Value | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Attribute 3 Energy Value,Attribute 3 Energy Value,C?n ti?ng Anh nghi v?n: Attribute; Energy; Value | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Attribute 4 Energy Value,Attribute 4 Energy Value,C?n ti?ng Anh nghi v?n: Attribute; Energy; Value | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
Attribute 5 Energy Value,Attribute 5 Energy Value,C?n ti?ng Anh nghi v?n: Attribute; Energy; Value | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 22.0
