en_source,vn_translate,loi_du_doan
"Archive: Huaxu Academy, Jinzhou Campus","Archive: Huaxu Academy, Jinzhou Campus",C?n ti?ng Anh nghi v?n: Academy; Archive; Campus; Huaxu | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Data chip collected from Norfall Barrens,Data chip thu thập từ Norfall Barrens,C?n ti?ng Anh nghi v?n: Barrens; chip; Data; Norfall | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Data Chip collected from Norfall Barrens,Data Chip thu thập từ Norfall Barrens,C?n ti?ng Anh nghi v?n: Barrens; Chip; Data; Norfall | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Data Chip collected from Norfall Barrens,Data Chip thu thập từ Norfall Barrens,C?n ti?ng Anh nghi v?n: Barrens; Chip; Data; Norfall | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Magistrate's Fortune Stick II,The Magistrate's Fortune Stick II,C?n ti?ng Anh nghi v?n: Fortune; II; Magistrate's; Stick | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Magistrate's Fortune Stick III,The Magistrate's Fortune Stick III,C?n ti?ng Anh nghi v?n: Fortune; III; Magistrate's; Stick | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Rock Knight's Shield I,The Rock Knight's Shield I,C?n ti?ng Anh nghi v?n: I; Knight's; Rock; Shield | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Sonic the Hedgehog: Collab Album,Sonic the Hedgehog: Collab Album,C?n ti?ng Anh nghi v?n: Album; Collab; Hedgehog; Sonic | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Sonic the Hedgehog: Collab Track,Sonic the Hedgehog: Collab Track,C?n ti?ng Anh nghi v?n: Collab; Hedgehog; Sonic; Track | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Sonic the Hedgehog: Collab Track,Sonic the Hedgehog: Collab Track,C?n ti?ng Anh nghi v?n: Collab; Hedgehog; Sonic; Track | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
De Sophisticis Elenchis / Sophistical Refutations,De Sophisticis Elenchis / Sophistical Refutations,C?n ti?ng Anh nghi v?n: Elenchis; Refutations; Sophistical; Sophisticis | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Magistrate's Fortune Stick I,The Magistrate's Fortune Stick I,C?n ti?ng Anh nghi v?n: Fortune; I; Magistrate's; Stick | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Rock Knight's Shield II,The Rock Knight's Shield II,C?n ti?ng Anh nghi v?n: II; Knight's; Rock; Shield | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
The Rock Knight's Shield III,The Rock Knight's Shield III,C?n ti?ng Anh nghi v?n: III; Knight's; Rock; Shield | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Morphable Echo - Crown of Valor,Morphable Echo - Crown of Valor,C?n ti?ng Anh nghi v?n: Crown; Morphable; of; Valor | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Morphable Echo - Law of Harmony,Morphable Echo - Law of Harmony,C?n ti?ng Anh nghi v?n: Harmony; Law; Morphable; of | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Roya Frostlands: The Dimmr Plains,Roya Frostlands: The Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Frostlands; Plains; Roya | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
Roya Frostlands: The Dimmr Plains,Roya Frostlands: The Dimmr Plains,C?n ti?ng Anh nghi v?n: Dimmr; Frostlands; Plains; Roya | S? t?/c?m nghi v?n: 4 | T? l? nghi v?n: 0.8 | M?c ??: 20.0
"Available after completing ""When the Night Knocks""","Mở khóa sau khi hoàn thành ""When the Night Knocks""",C?n ti?ng Anh nghi v?n: Knocks; Night; When | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.5 | M?c ??: 20.0
Protect the security node,Protect the security node,C?n ti?ng Anh nghi v?n: node; Protect; security | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Protect the security node,Protect the security node,C?n ti?ng Anh nghi v?n: node; Protect; security | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Enter the Stellar Matrix,Enter the Stellar Matrix,C?n ti?ng Anh nghi v?n: Enter; Matrix; Stellar | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The Somnoire is collapsing,The Somnoire is collapsing,C?n ti?ng Anh nghi v?n: collapsing; is; Somnoire | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Please Modulate Cost 3 Echoes,Please Modulate Cost 3 Echoes,C?n ti?ng Anh nghi v?n: Cost; Modulate; Please | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The Three Fratellis' Challenge,The Three Fratellis' Challenge,C?n ti?ng Anh nghi v?n: Challenge; Fratellis'; Three | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The Three Fratellis' Challenge,The Three Fratellis' Challenge,C?n ti?ng Anh nghi v?n: Challenge; Fratellis'; Three | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The Three Fratellis' Challenge,The Three Fratellis' Challenge,C?n ti?ng Anh nghi v?n: Challenge; Fratellis'; Three | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The Three Fratellis' Challenge,The Three Fratellis' Challenge,C?n ti?ng Anh nghi v?n: Challenge; Fratellis'; Three | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The Three Fratellis' Challenge,The Three Fratellis' Challenge,C?n ti?ng Anh nghi v?n: Challenge; Fratellis'; Three | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Echo Challenge: Unfinished Book,Echo Challenge: Unfinished Book,C?n ti?ng Anh nghi v?n: Book; Challenge; Unfinished | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Defeat Queen of the Night,Đánh bại Queen of the Night,C?n ti?ng Anh nghi v?n: Night; of; Queen | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Head to the swing,Head to the swing,C?n ti?ng Anh nghi v?n: Head; swing; to | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Challenge the final Boss,Challenge the final Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge; final | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Challenge the final Boss,Challenge the final Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge; final | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Challenge the final Boss,Challenge the final Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge; final | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Challenge the final Boss,Challenge the final Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge; final | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Challenge the final Boss,Challenge the final Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge; final | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Challenge the final Boss,Challenge the final Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge; final | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Challenge the final Boss,Challenge the final Boss,C?n ti?ng Anh nghi v?n: Boss; Challenge; final | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Catch the real rabbit,Catch the real rabbit,C?n ti?ng Anh nghi v?n: Catch; rabbit; real | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Justice and the sword,Justice and the sword,C?n ti?ng Anh nghi v?n: and; Justice; sword | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Middle Aged Male NPC,Middle Aged Male NPC,C?n ti?ng Anh nghi v?n: Aged; Male; Middle | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The One Who Sighs,The One Who Sighs,C?n ti?ng Anh nghi v?n: One; Sighs; Who | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
The One Who Sighs,The One Who Sighs,C?n ti?ng Anh nghi v?n: One; Sighs; Who | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Pursuer from the Order,Pursuer from the Order,C?n ti?ng Anh nghi v?n: from; Order; Pursuer | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Message By the Water,Message By the Water,C?n ti?ng Anh nghi v?n: By; Message; Water | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
A Left-behind Note,A Left-behind Ghi chú,C?n ti?ng Anh nghi v?n: A; behind; Left | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Lahai-Roi Stargazing Guide,Lahai-Roi Stargazing Guide,C?n ti?ng Anh nghi v?n: Guide; Lahai; Stargazing | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Notice for Lost Student ID,Thông báo for Lost Student ID,C?n ti?ng Anh nghi v?n: for; Lost; Student | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Forsaken Home NPC-B,Forsaken Home NPC-B,C?n ti?ng Anh nghi v?n: B; Forsaken; Home | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Forsaken Home NPC-C,Forsaken Home NPC-C,C?n ti?ng Anh nghi v?n: C; Forsaken; Home | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Forsaken Home NPC-D,Forsaken Home NPC-D,C?n ti?ng Anh nghi v?n: D; Forsaken; Home | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Forsaken Home NPC-E,Forsaken Home NPC-E,C?n ti?ng Anh nghi v?n: E; Forsaken; Home | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Note From a Lookout,Ghi chú From a Lookout,C?n ti?ng Anh nghi v?n: a; From; Lookout | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Veteran before the Grave,Veteran before the Grave,C?n ti?ng Anh nghi v?n: before; Grave; Veteran | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Letter from the Past,Letter from the Past,C?n ti?ng Anh nghi v?n: from; Letter; Past | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Person Admiring the View,Person Admiring the View,C?n ti?ng Anh nghi v?n: Admiring; Person; View | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Complete the Gulpuff Championship,Complete the Gulpuff Championship,C?n ti?ng Anh nghi v?n: Championship; Complete; Gulpuff | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Complete the Gulpuff Championship,Complete the Gulpuff Championship,C?n ti?ng Anh nghi v?n: Championship; Complete; Gulpuff | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Take the Gladiator spear,Take the Gladiator spear,C?n ti?ng Anh nghi v?n: Gladiator; spear; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Take the Gladiator spear,Take the Gladiator spear,C?n ti?ng Anh nghi v?n: Gladiator; spear; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Take the Gladiator spear,Take the Gladiator spear,C?n ti?ng Anh nghi v?n: Gladiator; spear; Take | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Head to the agora,Head to the agora,C?n ti?ng Anh nghi v?n: agora; Head; to | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Head to the ruins,Head to the ruins,C?n ti?ng Anh nghi v?n: Head; ruins; to | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Head to the battlefield,Head to the battlefield,C?n ti?ng Anh nghi v?n: battlefield; Head; to | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Complete the performance within 180s,Complete the performance within 180s,C?n ti?ng Anh nghi v?n: Complete; performance; within | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Complete the performance within 150s,Complete the performance within 150s,C?n ti?ng Anh nghi v?n: Complete; performance; within | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
Complete the performance within 120s,Complete the performance within 120s,C?n ti?ng Anh nghi v?n: Complete; performance; within | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 0.75 | M?c ??: 19.5
