en_source,vn_translate,loi_du_doan
Immobilize Pilgrim's Shell: {挑战2统计}/1,Immobilize Pilgrim's Shell: {挑战2统计}/1,C?n ti?ng Anh nghi v?n: Immobilize; Pilgrim's; Shell | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Baa… Meow… Baaah…,Baa… Meow… Baaah…,C?n ti?ng Anh nghi v?n: Baa; Baaah; Meow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Baa… Meow… Baaah…,Baa… Meow… Baaah…,C?n ti?ng Anh nghi v?n: Baa; Baaah; Meow | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Beep—Simulation over—,Beep—Simulation over—,C?n ti?ng Anh nghi v?n: Beep; over; Simulation | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abby's Life: Cheers,Abby's Life: Cheers,C?n ti?ng Anh nghi v?n: Abby's; Cheers; Life | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Abby's Life: Cheers,Abby's Life: Cheers,C?n ti?ng Anh nghi v?n: Abby's; Cheers; Life | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sender: Ol' Shady,Sender: Ol' Shady,C?n ti?ng Anh nghi v?n: Ol'; Sender; Shady | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
[Reply] Sender: Ol' Sunny,[Reply] Sender: Ol' Sunny,C?n ti?ng Anh nghi v?n: Ol'; Sender; Sunny | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
[Reply] Sender: Ol' Shady,[Reply] Sender: Ol' Shady,C?n ti?ng Anh nghi v?n: Ol'; Sender; Shady | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
FIGHT… ABSORB… EVOLVE…,FIGHT… ABSORB… EVOLVE…,C?n ti?ng Anh nghi v?n: ABSORB; EVOLVE; FIGHT | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Aemeath - Signature Livery,Aemeath - Signature Livery,C?n ti?ng Anh nghi v?n: Aemeath; Livery; Signature | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Startorch Academy encroached by Voidmatter,Startorch Academy bị Voidmatter xâm lấn,C?n ti?ng Anh nghi v?n: Academy; Startorch; Voidmatter | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Memory of Dreaming,Memory of Dreaming,C?n ti?ng Anh nghi v?n: Dreaming; Memory; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Black-Striped Frog,Black-Striped Frog,C?n ti?ng Anh nghi v?n: Black; Frog; Striped | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Knight of Ignorance,Knight of Ignorance,C?n ti?ng Anh nghi v?n: Ignorance; Knight; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Changli's Weiqi Game,Changli's Weiqi Game,C?n ti?ng Anh nghi v?n: Changli's; Game; Weiqi | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wingray Grapple Base,Wingray Grapple Base,C?n ti?ng Anh nghi v?n: Base; Grapple; Wingray | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Uneasy Montelli Member,Uneasy Montelli Member,C?n ti?ng Anh nghi v?n: Member; Montelli; Uneasy | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Phantom: Mourning Aix,Phantom: Mourning Aix,C?n ti?ng Anh nghi v?n: Aix; Mourning; Phantom | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
TARD-E Unit,TARD-E Unit,C?n ti?ng Anh nghi v?n: E; TARD; Unit | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Contaminated Supply Chest,Contaminated Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Contaminated; Supply | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wooden Weiqi Board,Wooden Weiqi Board,C?n ti?ng Anh nghi v?n: Board; Weiqi; Wooden | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Dried Fern Spore,Dried Fern Spore,C?n ti?ng Anh nghi v?n: Dried; Fern; Spore | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Wall of Silence,Wall of Silence,C?n ti?ng Anh nghi v?n: of; Silence; Wall | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Leap of Glory,Leap of Glory,C?n ti?ng Anh nghi v?n: Glory; Leap; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Silver-Banded Lizard,Silver-Banded Lizard,C?n ti?ng Anh nghi v?n: Banded; Lizard; Silver | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Bloom Bearer's Illusion,Bloom Bearer's Illusion,C?n ti?ng Anh nghi v?n: Bearer's; Bloom; Illusion | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
: Eye of Ignorance,Eye of Ignorance,C?n ti?ng Anh nghi v?n: Eye; Ignorance; of | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Phantom: Nimbus Wraith,Phantom: Nimbus Wraith,C?n ti?ng Anh nghi v?n: Nimbus; Phantom; Wraith | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Young Dreadmane: Wind,Young Dreadmane: Wind,C?n ti?ng Anh nghi v?n: Dreadmane; Wind; Young | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Mining Drone,Voidspawn: Mining Drone,C?n ti?ng Anh nghi v?n: Drone; Mining; Voidspawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Worried Midnight Ranger,Worried Midnight Ranger,C?n ti?ng Anh nghi v?n: Midnight; Ranger; Worried | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Mysterious Black Cat,Mysterious Black Cat,C?n ti?ng Anh nghi v?n: Black; Cat; Mysterious | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Davide's Voyage Log,Davide's Voyage Log,C?n ti?ng Anh nghi v?n: Davide's; Log; Voyage | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Construct: Protective Scales,Construct: Protective Scales,C?n ti?ng Anh nghi v?n: Construct; Protective; Scales | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Sabercat Prowler,Voidspawn: Sabercat Prowler,C?n ti?ng Anh nghi v?n: Prowler; Sabercat; Voidspawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Tidal Supply Chest,Tidal Supply Chest,C?n ti?ng Anh nghi v?n: Chest; Supply; Tidal | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Still Infatuated Samara,Still Infatuated Samara,C?n ti?ng Anh nghi v?n: Infatuated; Samara; Still | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Sad Lottie Lost,Sad Lottie Lost,C?n ti?ng Anh nghi v?n: Lost; Lottie; Sad | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Lost Info Tablet,Lost Info Tablet,C?n ti?ng Anh nghi v?n: Info; Lost; Tablet | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Voidspawn: Spacetrek Explorer,Voidspawn: Spacetrek Explorer,C?n ti?ng Anh nghi v?n: Explorer; Spacetrek; Voidspawn | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Nightmare: Thundering Mephis,Nightmare: Thundering Mephis,C?n ti?ng Anh nghi v?n: Mephis; Nightmare; Thundering | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
Fire Wind Shot,Fire Wind Shot,C?n ti?ng Anh nghi v?n: Fire; Shot; Wind | S? t?/c?m nghi v?n: 3 | T? l? nghi v?n: 1.0 | M?c ??: 19.0
