severity,suspicious_count,ratio,words,domain,file,primary_key,translation,source_en
8.0,1,0.5,Star,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,Achievement_201183_Name,The Thật sự Star,The Real Star
8.0,1,0.5,Aurora,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,Achievement_201184_Name,Vùng Xa Xôi của Aurora,Far Reaches of Aurora
8.0,1,0.5,Aurora,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,Achievement_201195_Name,Nhảy Qua Aurora,Leap Across the Aurora
8.0,1,0.5,Remember,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,Achievement_201202_Name,Do Bạn Remember,Do You Remember
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,FavorWord_110874_Title,Echo Summon,Echo Summon
8.0,1,0.5,Summon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,FavorWord_121184_Title,Echo Summon,Echo Summon
8.0,1,0.5,Accessory,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,Ornament_TypeDescription,Trang phục Accessory,Outfit Accessory
8.0,1,0.5,Dimmr,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0099.json,AreaReportTitle_Text85,Bản ghi chuyến đi: Đội khảo sát Đồng bằng Dimmr 1 (Trích đoạn Một),Trip Recording: Dimmr Plains Survey Team 1 (Excerpt One)
8.0,1,0.5,Dimmr,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ExploreProgress_64_TypeName,Trái Tim Dimmr Vỡ Nát,Broken Dimmr Heart
8.0,1,0.5,Trial,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12005054_HintText,Nhận 1.200 Trial Coin,"Obtain 1,200 Trial Coins"
8.0,1,0.5,Hazard,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12005061_HintText,Nhận 1.200 Hazard Record,"Obtain 1,200 Hazard Records"
8.0,1,0.5,Sacred,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12005211_HintText,Thu thập tổng cộng 2000 Sacred Muối,Obtain 2000 Sacred Salt in total
8.0,1,0.5,Sacred,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12005210_HintText,Thu thập tổng cộng 1.000 Sacred Muối,Obtain 1000 Sacred Salt in total
8.0,1,0.5,Modules,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12005220_HintText,Thu thập tổng cộng 4.000 Modules,"Obtain 4,000 Modules in total"
8.0,1,0.5,Modules,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12005221_HintText,Thu thập tổng cộng 8.000 Modules,"Obtain 8,000 Modules in total"
8.0,1,0.5,Monnaies,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12005201_HintText,Thu thập 4.000 Monnaies để mở khóa,"Obtain 4,000 Monnaies to unlock"
8.0,1,0.5,Monnaies,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12005202_HintText,Thu thập 8.000 Monnaies để mở khóa,"Obtain 8,000 Monnaies to unlock"
8.0,1,0.5,Monnaies,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,ConditionGroup_12005203_HintText,Thu thập 800 Monnaies để mở khóa,Obtain 800 Monnaies to unlock
8.0,1,0.5,Tacetite,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0100.json,Condition_10110023_Description,Tàn Tích phá hủy Tacetite Mở khóa Rương Cung Ứng 1,Ruins Destroy Tacetite Unlocked Supply Chest 1
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12200018_Description,Tương tác với lối ra dungeon 4600,Interaction with dungeon 4600 exit
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12301002_Description,Tiêu diệt đợt quái vật đầu tiên trong dungeon 180012300,First wave of monsters in dungeon 180012300 has been killed
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12301004_Description,Tiêu diệt đợt quái vật thứ năm trong dungeon 180012300,Fifth wave of monsters in dungeon 180012300 has been killed
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12301006_Description,Tương tác với lối ra dungeon 180012300,Interaction with dungeon 180012300 exit
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12301008_Description,Tiêu diệt đợt quái vật thứ tư trong dungeon 180012300,Fourth wave of monsters in dungeon 180012300 has been killed
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12400002_Description,Tiêu diệt đợt quái vật đầu tiên trong dungeon 4600,First wave of monsters in dungeon 4600 has been killed
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12400004_Description,Tiêu diệt đợt quái vật thứ năm trong dungeon 4600,Fifth wave of monsters in dungeon 4600 has been killed
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12400006_Description,Tương tác với lối ra dungeon 4600,Interaction with dungeon 4600 exit
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12400008_Description,Tiêu diệt đợt quái vật thứ tư trong dungeon 4600,Fourth wave of monsters in dungeon 4600 has been killed
8.0,1,0.5,dungeon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12400009_Description,Kiểm tra trạng thái bước dungeon,Dungeon step status check
8.0,1,0.5,II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12700131_Description,Hoàn thành Chương II Lời Mở Đầu trong Nhiệm Vụ Chính để mở khóa,Complete Main Quest Chapter II Prologue to unlock
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902009_Description,Fusion Prism,Fusion Prism
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902010_Description,Glacio Prism,Glacio Prism
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902011_Description,Spectro Prism,Spectro Prism
8.0,1,0.5,Prism,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902012_Description,Havoc Prism,Havoc Prism
8.0,1,0.5,Warrior,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902022_Description,Fusion Warrior,Fusion Warrior
8.0,1,0.5,Warrior,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902023_Description,Havoc Warrior,Havoc Warrior
8.0,1,0.5,Predator,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902024_Description,Glacio Predator,Glacio Predator
8.0,1,0.5,Predator,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902025_Description,Aero Predator,Aero Predator
8.0,1,0.5,Predator,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902026_Description,Electro Predator,Electro Predator
8.0,1,0.5,Dreadmane,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902040_Description,Havoc Dreadmane,Havoc Dreadmane
8.0,1,0.5,Executioner,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902043_Description,Fractsidus Executioner,Fractsidus Executioner
8.0,1,0.5,Thruster,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12902053_Description,Fractsidus Thruster,Fractsidus Thruster
8.0,1,0.5,I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12905002_Description,Khi nhân vật ở vị trí I,When the character is in the I position
8.0,1,0.5,II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12905003_Description,Khi nhân vật ở vị trí II,When the character is in the II position
8.0,1,0.5,III,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12905004_Description,Khi nhân vật ở vị trí III,When the character is in the III position
8.0,1,0.5,IV,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12905008_Description,Khi nhân vật ở vị trí IV,When the character is in the IV position
8.0,1,0.5,Bittberry,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_12909005_Description,Thu thập - Plant011 - Bittberry,Collect - Plant011 - Bittberry
8.0,1,0.5,II,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_13000015_Description,Đạt Cấp Liên Minh 10 hoặc hoàn thành Chương II để mở khóa Cột Mốc,Reach Union Level 10 or complete Act II to unlock Milestones
8.0,1,0.5,Crownless,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_20051003_Description,Lĩnh vực Tacet Lớn - Xác định phần thưởng Crownless,Large Tacet Field-Crownless reward determination
8.0,1,0.5,Mephis,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_20051014_Description,Lĩnh vực Tacet Lớn - Xác định phần thưởng Mephis,Large Tacet Field-Mephis reward determination
8.0,1,0.5,Field,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_20190001_Description,Hoàn thành bất kỳ Tacet Field nhỏ nào,Complete any small Tacet Field
8.0,1,0.5,Field,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3001020_Description,Vào Tacet Field,Enter the Tacet Field
8.0,1,0.5,Tacetite,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3001025_Description,Hoàn thành nhiệm vụ thu thập Tacetite,Complete the Tacetite collection mission
8.0,1,0.5,Tacetite,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3001027_Description,Hoàn thành nhiệm vụ thu thập Tacetite,Complete the Tacetite collection mission
8.0,1,0.5,Baizhi,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3001028_Description,Lấy kho báu Baizhi,Obtain the Baizhi treasure
8.0,1,0.5,Baizhi,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3001032_Description,Baizhi gia nhập đội,Baizhi joins the team
8.0,1,0.5,Ji,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3001033_Description,Sau cuộc trò chuyện với Bác Ji,After the conversation with Uncle Ji
8.0,1,0.5,Field,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3001036_Description,Dọn sạch Tacet Field,Clear the Tacet Field
8.0,1,0.5,Field,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3001040_Description,Dọn sạch Tacet Field giả,Clear the fake Tacet Field
8.0,1,0.5,Levitator,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_30130018_Description,Nhiệm vụ phụ 3001: Bia mộ Levitator,Side Quest 3001 Levitator Gravestone
8.0,1,0.5,Levitator,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_30130019_Description,Nhiệm vụ phụ 3001: Kiểm tra Levitator,Side Quest 3001 Levitator Inspection
8.0,1,0.5,Levitator,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3140098_Description,Nhiệm vụ phụ 2004: Rương Cung Cấp Levitator,Side Quest 2004 Levitator Supply Chest
8.0,1,0.5,I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3171002_Description,Hoàn thành Nửa sau Chương I,Chapter I Second Half Completed
8.0,1,0.5,I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3171003_Description,Hoàn thành Nửa sau Chương I,Chapter I Second Half Completed
8.0,1,0.5,I,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,Condition_3171005_Description,Hoàn thành Nửa sau Chương I,Chapter I Second Half Completed
8.0,1,0.5,Elite,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,ConfirmBox_116_Content,Echo hạng trên Elite,Echo quality above Elite Class
8.0,1,0.5,Overlord,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,ConfirmBox_117_Content,Echo hạng trên Overlord,Echo quality above Overlord Class
8.0,1,0.5,Calamity,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,ConfirmBox_118_Content,Echo hạng trên Calamity,Echo quality above Calamity Class
8.0,1,0.5,Banner,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0101.json,ConfirmBox_129_Content,Bạn đã hết lượt Triệu Tập trong Banner này,You have run out of Convene attempts in this Banner
8.0,1,0.5,Namipon,name_title,mistral_translate_work\split_by_prompt\json\name_title\lang_multi_text\lang_multi_text__name_title__part_0102.json,ConfirmBox_421_Title,Trang bị Namipon,Equip Namipon
